hcp_name,num_articles,title,authors,journal,publication_year,abstract,hcp_name_short,scraped_from
Per Karlsson,12,a petstudy 11c flb 457 binding extrastriatal d2dopamine receptors healthy subjects antipsychotic drugtreated patients,"L Farde, T Suhara, S Nyberg, P Karlsson",,1997.0,we recently developed [ 11 c]flb 457 substituted benzamide high affinity 20 pm d 2 -dopamine receptors vitro. the aim present exploratory study examine anatomical distribution [ 11 c]flb 457 binding human brain,P Karlsson,gs
Per Karlsson,12,dopamine d1 receptors age differences brain activation working memory,"L Bäckman, S Karlsson, H Fischer, P Karlsson",neurobiology of,2011.0,"in fmri study, 20 younger 20 healthy older adults scanned performing spatial working-memory task levels load. on separate occasion, subjects underwent pet measurements radioligand [ 11 c] sch23390 determine",P Karlsson,gs
Per Karlsson,12,acidification trends south swedish forest soils 19862008slow recovery high sensitivity seasalt episodes,"C Akselsson, H Hultberg, P Karlsson",science of the total,2013.0,soil water chemistry forest soils 20 years studied sites southern sweden. the aim investigate recovery acidification influence strong sea salt episodes occur region. all sites showed signs recovery,P Karlsson,gs
Per Karlsson,12,cancer incidence radiotherapy skin haemangioma infancy,"S Lindberg, P Karlsson, B Arvidsson, E Holmberg",acta,1995.0,an infant cohort treated skin haemangioma 226 ra 1930 1965 (n = 11 807) studied. the median age treatment 5 months 88% treated 12 months age. this cohort followed swedish cancer registry,P Karlsson,gs
Per Karlsson,12,stochastic prediction multiagent interactions partial observations,"C Sun, P Karlsson, J Wu, J Tenenbaum",arxiv preprint arxiv,2019.0,"we present method learns integrate temporal information, learned dynamics model, ambiguous visual information, learned vision model, context interacting agents. our method based graph-structured variational recurrent neural",P Karlsson,gs
Per Malmström,4,an individual patient data metaanalysis longterm outcome randomised studies comparing intravesical mitomycin c versus bacillus calmetteguérin ,"P Malmström, R Sylvester, D Crawford, M Friedrich",european urology,2009.0,"background patients non–muscle-invasive bladder cancer intermediate high risk need adjuvant intravesical therapy surgery. based largely meta-analyses previously published results, guidelines recommend bacillus calmette-guérin (bcg…",P Malmström,gs
Per Malmström,4,guidelines bladder cancer,"W Oosterlinck, B Lobel, G Jakse, P Malmström",european urology,2002.0,"objectives: on behalf european association urology (eau) guidelines diagnosis, therapy follow-up bladder cancer patients established. criteria recommendations evidence based, included aspects cost-effectiveness clinical",P Malmström,gs
Per Malmström,4,a secondlook tur t1 transitional cell carcinoma why,"G Jakse, F Algaba, P Malmström, W Oosterlinck",european urology,2004.0,"t1 transitional cell cancer urinary bladder associated significant risk tumor progression transurethral resection (tur) treatment. additional intravesical immunotherapy reduce risk; however, long-term results 15 years",P Malmström,gs
Per Malmström,4,breast conservation surgery radiotherapy women lymph nodenegative breast cancer randomised clinical trial population ,"P Malmström, L Holmberg, H Anderson",european journal of,2003.0,the effect postoperative radiotherapy sector resection stage i-ii lymph node-negative breast cancer evaluated patient population access public mammographical screening. 1187 women randomised treatment postoperative,P Malmström,gs
Kala Önnerfält,1,chemobrain qualitative study women experiencing cognitive effects chemotherapy,"A Rönnängsgård, K Önnerfält",european journal of,2014.0,… kala hatti önnerfält,K Önnerfält,gs
Anna Åkesson,2,composa domainspecific language composing internetofthings systems,A Åkesson,,2021.0,"… i detta sista stycke, vill jag tacka mina föräldrar, bengt och anna-karin åkesson för allt deras stöd och rådgivning. jag vill även tacka mina syskon albin, alma och allis åkesson samt mina far- och morföräldrar åke och elisabeth andersson och nils-eric och kerstin andersson",A Åkesson,gs
Anna Åkesson,2,composa development environment composing internetofthings services,A Åkesson,,2019.0,"… i detta sista stycke, vill jag tacka mina föräldrar, bengt och anna-karin åkesson för allt deras stöd och rådgivning. jag vill även tacka mina syskon albin, alma och allis åkesson samt mina far- och morföräldrar åke och elisabeth andersson och nils-eric och kerstin andersson",A Åkesson,gs
Renske Altena,15,cardiovascular toxicity caused cancer treatment strategies early detection,"R Altena, P Perik, D Veldhuisen, E Vries",the lancet oncology,2009.0,"cardiovascular toxicity devastating complications cancer treatment arise shortly treatment, years later. identification left ventricular ejection fraction (lvef) common method screen toxic effects",R Altena,gs
Renske Altena,15,maintaining success reducing treatment burden focusing survivorship highlights european consensus conference diagnosis ,"J Beyer, P Albers, R Altena, J Aparicio, C Bokemeyer",annals of oncology,2013.0,"in november 2011, third european consensus conference diagnosis treatment germ-cell cancer (gcc) held berlin, germany. this conference followed similar meetings 2003 (essen, germany) 2006 (amsterdam, the netherlands) [schmoll",R Altena,gs
Renske Altena,15,clinical challenges related novel oral anticoagulants drugdrug interactions monitoring,"R Altena, E Roon, R Folkeringa, H Wit",,2014.0,"figure 1. median (5th 95th percentiles) plasma levels rivaroxaban oral intake 20 mg, patients normal body mass index normal renal function. asterix indicates plasma rivaroxaban concentration patient, measured blood",R Altena,gs
Renske Altena,15,growth differentiation factor 15 gdf15 plasma levels increase bleomycinand cisplatinbased treatment testicular cancer patients relate ,"R Altena, R Fehrmann, H Boer, E Vries",plos one,2015.0,introduction chemotherapy-related endothelial damage contributes early development cardiovascular morbidity testicular cancer patients. we aimed identify relevant mechanisms search candidate biomarkers endothelial damage. methods,R Altena,gs
Renske Altena,15,sickness absence disability pension swedish women prior breast cancer relapse special focus roles treatment comorbidity,"S Gernaat, A Johnsson, R Altena",european journal of,2021.0,"objective we aimed determine longitudinal prevalence predictors sickness absence (sa) disability pension (dp) breast cancer (bc) women eventually developed relapse. methods a total 1293 bc women, ages 20–63 years, diagnosed",R Altena,gs
Renske Altena,15,singlenucleotide polymorphism 5αreductase gene srd5a2 associated increased prevalence metabolic syndrome chemotherapy ,"H Boer, N Westerink, R Altena, J Nuver",european journal of,2016.0,"purpose chemotherapy-treated testicular cancer survivors risk development metabolic syndrome, especially case decreased androgen levels. polymorphisms gene encoding steroid 5-α-reductase type ii (srd5a2) involved altered androgen",R Altena,gs
Renske Altena,15,evidencebased prediction prevention cardiovascular morbidity adults treated cancer,"R Altena, L Hubbert, N Kiani",cardio,2021.0,"cancer treatment-related morbidity relevantly compromises health status cancer survivors, efforts optimise health-related outcomes population vital maximising healthy survivorship. a pre-treatment assessment – possibly preventive management",R Altena,gs
Renske Altena,15,heart matters cardiovascular complications related cancer treatment,"R Altena, D Veldhuisen",future oncology,2013.0,"panel enforced need development evidence-based monitoring strategies cardiotoxicity cancer treatments [6]. up now, studies performed investigate effective schedule timing contents cardiac follow-up.",R Altena,gs
Renske Altena,15,use sickness benefits patients with metastatic breast cancera swedish cohort study,"R Altena, S Gernaat, U Wilking, N Kiani",,2021.0,"background advances treatment metastatic breast cancer (mbc) led improved life expectancy. many cancer survivors desire return paid work enhance sense well-being. for patients mbc, little known diagnosis impacts",R Altena,gs
Renske Altena,15,sickness absence disability pension swedish women breast cancer relapse,"H Elham, S Gernaat, A Johnsson, U Wilking, R Altena",,2020.0,e14121 background: sickness absence (sa) disability pension (dp) diagnosis primary breast cancer (bc) patients later stage develop recurrence metastatic disease unknown. this study explores prevalence risk factors sa,R Altena,gs
Renske Altena,15,macrophage inhibitory cytokine 1 plasma levels testicular cancer patients cisplatin combination treatment relation endothelial damage,"R Altena, R Fehrmann, H Boer, E Vries",,2012.0,e15035 background: chemotherapy- (ctx) related endothelial damage contributes cardiovascular morbidity testicular cancer (tc) patients (pts). we unbiased translational approach identify mechanisms potential biomarkers damage. methods:,R Altena,gs
Renske Altena,15,high risk vascular fingerprint patients treated cisplatinbased chemotherapy testicular cancer,"S Lubberts, H Boer, R Altena, C Meijer, A Roon",,2015.0,e15556 background: metastatic tc (mtc) cured cisplatin-based chemotherapy (ct). this comes price increased risk premature cardiovascular disease (cvd). we investigated risk factors (rfs) markers early vascular damage. methods:,R Altena,gs
Renske Altena,15,high intensity exercise breast cancer chemotherapyeffects longterm myocardial damage physical capacitydata optitrain rct,"J Ansund, S Mijwel, K Bolam, R Altena, Y Wengström",cardio-oncology,2021.0,"adjuvant systemic breast cancer treatment improves disease specific outcomes, presents cardiac toxicity. in post-hoc exploratory analysis optitrain trial, effects exercise cardiotoxicity monitored assessing fitness biomarkers",R Altena,gs
Renske Altena,15,chemotherapyrelated cardiovascular morbidity testicular cancer patients markers  mechanisms,R Altena,,2011.0,… renske altena,R Altena,gs
Renske Altena,15,the editors extend gratitude appreciation following reviewers comments criticism ensure quality articles published ,"S Alipour, R Altena, B Ataseven, W Bader, M Balic",breast care,2021.0,"… carl ade, manhattan, ks, usa felipe ades, sao paulo, brazil elena akimova, vienna, austria sadaf alipour, tehran, iran renske altena, solna, sweden beyhan ataseven, essen, germany eli avisar, miami, fl, usa werner bader, bielefeld, germany marija balic, graz",R Altena,gs
Reza Khoshnoud,10,genes related growth regulation dna repair apoptosis oestrogen receptornegative mda231 versus oestrogen receptorpositive mcf7 breast ,"S Skog, Q He, R Khoshnoud, T Fornander, L Rutqvist",tumor biology,2004.0,"the molecular mechanism(s) development endocrine resistance breast cancer remains controversial. here, compare capability oestrogen receptor (er)-negative cells (mda-231) versus er-positive tamoxifen-sensitive cells (mcf-7) handle dna",R Khoshnoud,gs
Reza Khoshnoud,10,timedependent rna degradation affecting cdna array quality spontaneous canine tumours sampled standard surgical procedures,"H Euler, R Khoshnoud, Q He",international,2005.0,heterogeneous gene expression tumours degradation rna sampling non-rnase-free conditions limit potential benefit cdna array studies. this study examines changes integrity rna means rna gel electrophoresis,R Khoshnoud,gs
Reza Khoshnoud,10,surgical management fourth ventricular tumors telovelar approach role neuroendoscopy postoperative outcome longterm results ,"E Maloumeh, R Khoshnoud, K Ebrahimzadeh",clinical neurology and,2021.0,objectives the telovelar approach surgical method performed natural corridors brain access fourth ventricle. the aim study assess results approach role neuroendoscopy surgical management fourth ventricle,R Khoshnoud,gs
Reza Khoshnoud,10,transverse myelitis covid19 patients report cases,"S Advani, A Zali, D Ommi, A Fatemi, R Khoshnoud",,2020.0,background: covid-19 associated neurological complications. one complications transverse myelitis. several cases acute transverse myelitis reported association disease world. as lack knowledge,R Khoshnoud,gs
Reza Khoshnoud,10,fatal cases strychnine ingestion referred fars legal medicine organization autopsy findings analytical methods strychnine detection,"M Hosseini, A Malekpour, R Khoshnoud",trends in,2017.0,strychnine toxic alkaloid source poisoning homicidal suicidal purposes. eleven fatal cases strychnine ingestion considered study. strychnine isolated biological samples solid phase extraction (spe),R Khoshnoud,gs
Reza Khoshnoud,10,saccular mycotic aneurysm descending thoracic aorta secondary vertebral hydatid disease a rare case,"M Mozafar, H Haghighatkhah, R Khoshnoud",,2021.0,background/objective hydatid disease aorta rare. hydatid disease result saccular aneurysm thoracic abdominal aorta. case report we report rare case saccular aneurysm distal descending thoracic aorta. the diameter aneurysm,R Khoshnoud,gs
Reza Khoshnoud,10,the impact rna standardization heterogeneous gene expression results cdna array human breast carcinoma,"R Khoshnoud, Q He, M Sylván",international,2010.0,"cdna microarray established technique. however, difficulties handling tissue samples rnase-free conditions, heterogeneous tumor composition, non-malignant versus malignant cells different pathologic types malignant cells, lack",R Khoshnoud,gs
Reza Khoshnoud,10,altered transcript levels cytokines covid19 patients,"M Samsami, A Fatemi, R Khoshnoud, K Kohansal",,2020.0,the pandemic caused severe acute respiratory syndrome coronavirus 2 related disorder “coronavirus disease 2019”(covid-19) encouraged researchers unravel molecular mechanism disease severity. several lines evidence support impact of…,R Khoshnoud,gs
Reza Khoshnoud,10,cervical spine epidural abscess caused brucellosis a case report literature review,"M Shafizad, S Ehteshami, H Shojaei, R Khoshnoud",,2021.0,we report rare case cervical epidural abscess c5-c6 levels. the patient underwent surgery complete abscess removal c6 vertebral body corpectomy. the result bacteriological culture brucella melitensis. brucellosis considered,R Khoshnoud,gs
Reza Khoshnoud,10,a case report suicide chloroquine overdose review literature,"M Hosseini, R Khoshnoud, S Gholamzadeh",journal of fasa,2016.0,"background & objective: suicide considered tenth cause death worldwide. there suicide reports consist use certain unusual drugs, chloroquine. case report: the cadaver 25-year-old single woman dead home",R Khoshnoud,gs
Roger Henriksson,4,cancer patients use complementary alternative medicine sweden crosssectional study,"K Wode, R Henriksson, L Sharp",bmc,2019.0,access advice complementary alternative medicine (cam) uncommon swedish conventional cancer care little known cancer patients’ use cam. the aim cross-sectional study explore swedish cancer patients patterns,R Henriksson,gs
Roger Henriksson,4,impact therapy quality life neurocognitive function correlates glioblastoma multiforme review,"R Henriksson, T Asklund, H Poulsen",journal of neuro-oncology,2011.0,"the maintenance quality life (qol) patients high-grade glioma important endpoint treatment, particularly glioblastoma multiforme (gbm) given dismal prognosis despite limited advances standard therapy. it proven difficult identify",R Henriksson,gs
Roger Henriksson,4,the creation protection hope patients malignant brain tumours,"P Salander, T Bergenheim, R Henriksson",social science & medicine,1996.0,"the malignant brain tumour disease condenses anguish cancer diseases. the brain vital delicate organ, prognosis generally unfavourable. the patient exposed rely cognitive manoeuvres manage mental stress. the",R Henriksson,gs
Roger Henriksson,4,scheduling garbage collection embedded systems,R Henriksson,,1998.0,"the complexity systems automatic control safety-critical applications grows rapidly. computer software represents increasing complexity. as larger systems developed, need scalable techniques manage complexity order",R Henriksson,gs
Sara Margolin,1,ereaders screens paper does reading comprehension change media platforms,"S Margolin, C Driscoll, M Toland",applied cognitive,2013.0,"the present research examined impact technology reading comprehension. while previous research examined memory text, yielded mixed results impact technology one's ability remember read, reading literature",S Margolin,gs
Sigrid Karstorp,4,is deep response key successful treatment multiple myeloma,"J Liwing, B Heeg, S Karstorp, M Postma",,2015.0,"background: several authors highlighted importance deep response chemotherapy multiple myeloma (mm), especially line. aims: the objective assess patient/treatment/disease characteristics prognostic deep response. also,",S Karstorp,gs
Sigrid Karstorp,4,the rev ii trial lenalidomide dexamethasone second line treatment myeloma followed extended lenalidomid vs lendex,"J Lund, S Karstorp, E Alici, A Gruber, B Lauri, C Blimark",,2015.0,"background the indication use lenalidomide second line therapy based phase iii studies comparing lenalidomide dexamethasone vs. placebo dexamethasone (weber 2007, dimopoulos 2007) showing ttp 11.1 11.3 months",S Karstorp,gs
Sigrid Karstorp,4,can overall survival improved elderly multiple myeloma patients,"B Heeg, J Liwing, S Karstorp, M Postma",,2015.0,background: the ongoing introduction novel therapies mm provides clinicians patients treatment options numerous lines treatment. understanding current treatment practices outcomes different age groups vital importance,S Karstorp,gs
Sigrid Karstorp,4,trial efficacy vs real world effectiveness line treatment multiple myeloma,"J Liwing, B Heeg, S Karstorp, M Postma",,2015.0,"background: large randomized clinical trials (rct) foundation registration newly developed drugs. a potential problem rcts inclusion/exclusion criteria population different actual population treated real life. hence,",S Karstorp,gs
Thomas Hatschek,10,chemoresistance evolution triplenegative breast cancer delineated singlecell sequencing,"C Kim, R Gao, E Sei, R Brandt, J Hartman, T Hatschek",cell,2018.0,triple-negative breast cancer (tnbc) aggressive subtype frequently develops resistance chemotherapy. an unresolved question resistance caused selection rare pre-existing clones alternatively acquisition new genomic,T Hatschek,gs
Thomas Hatschek,10,radiologic measurements tumor response treatment practical approaches limitations,"C Suzuki, H Jacobsson, T Hatschek, M Torkzad",radiographics,2008.0,"objective response assessment important treatment effect anticancer drugs. standardization “common language” important comparison results different trials. in contrast clinical results, subjective, diagnostic",T Hatschek,gs
Thomas Hatschek,10,prognostic significance cytoplasmic p53 oncoprotein colorectal adenocarcinoma,"X Sun, J Carstensen, O Stål, S Wingren, T Hatschek",the lancet,1992.0,"mutation p53, tumour-suppressor protein, leads overexpression protein loss tumour-suppressive properties. in tumours (eg, breast) p53 expression related well-known prognostic factors, findings colorectal tumours equivocal. we",T Hatschek,gs
Thomas Hatschek,10,her2 status populationderived breast cancer cohort discordances tumor progression,"U Wilking, E Karlsson, L Skoog, T Hatschek",breast cancer research,2011.0,"this retrospective study investigates correlation intra-individual her2 status primary breast cancers corresponding recurrences population derived cohort. the remark criteria reference. in 151 breast cancer patients, primary tumors",T Hatschek,gs
Thomas Hatschek,10,determinants papillary cancer thyroid,"G Wingren, T Hatschek, O Axelson",american journal of,1993.0,"determinants papillary thyroid cancer evaluated questionnaire-based case-control study southeastern sweden. a total 104 cases, diagnosed 1977 1987, 387 randomly selected controls included analyses. female subjects",T Hatschek,gs
Thomas Hatschek,10,smoking independent risk factor severe skin reactions adjuvant radiotherapy breast cancer,"L Sharp, H Johansson, T Hatschek, M Bergenmar",the breast,2013.0,risk factors severe acute radiation skin reactions (arsr) described conflicting results. the aim study identify risk factors development severe arsr women undergoing adjuvant radiotherapy (rt) breast cancer. 390 women,T Hatschek,gs
Thomas Hatschek,10,results years adjuvant tamoxifen correlated steroid receptor sphase levels,"M Fernö, O Stål, B Baldetrop, T Hatschek",breast cancer research,2000.0,"a swedish cooperative trial demonstrated 5 years adjuvant tamoxifen beneficial 2 years tamoxifen treatment postmenopausal women estrogen receptor (er) positive, early stage, invasive breast cancer. the main aim present study",T Hatschek,gs
Thomas Hatschek,10,neoadjuvant trastuzumab pertuzumab docetaxel vs trastuzumab emtansine patients erbb2positive breast cancer phase 2 randomized clinical trial,"T Hatschek, T Foukakis, J Bjöhle, T Lekberg",jama,2021.0,"importance trastuzumab emtansine (t-dm1) presently approved treatment advanced breast cancer incomplete response neoadjuvant therapy, potential t-dm1 monotherapy far unknown. objective to assess pathologic complete response",T Hatschek,gs
Thomas Hatschek,10,occupational risks thyroid cancer data swedish cancerenvironment register 19611979,"J Carstensen, G Wingren, T Hatschek",american journal of,1990.0,"using data record‐linkage swedish population census 1960 swedish cancer registry, performed explorative, hypothesis‐generating analysis incidence thyroid cancer 208 occupations 231 industries. relative risks",T Hatschek,gs
Thomas Hatschek,10,reproducibility human epidermal growth factor receptor 2 analysis primary breast cancera national survey performed pathology departments sweden,"L Rydén, M Haglund, P Bendahl, T Hatschek",acta,2009.0,"background. her2 treatment predictive factor effect trastuzumab associated poor prognosis breast cancer. the analysis her2 performed good quality, regard immunohistochemical (ihc) situ hybridization (ish)",T Hatschek,gs
Tobias Lekberg,5,agespecific trends survival metastatic breast cancer 26 years longitudinal data populationbased cancer registry stockholm sweden,"T Foukakis, T Fornander, T Lekberg, H Hellborg",breast cancer research,2011.0,"abstract treatment metastatic breast cancer (mbc) evolved decades largely unknown led improved survival general mbc population. based regional, population-based breast cancer registry, identified 5,463",T Lekberg,gs
Tobias Lekberg,5,neoadjuvant trastuzumab pertuzumab docetaxel vs trastuzumab emtansine patients erbb2positive breast cancer phase 2 randomized clinical trial,"T Hatschek, T Foukakis, J Bjöhle, T Lekberg",jama,2021.0,"importance trastuzumab emtansine (t-dm1) presently approved treatment advanced breast cancer incomplete response neoadjuvant therapy, potential t-dm1 monotherapy far unknown. objective to assess pathologic complete response",T Lekberg,gs
Tobias Lekberg,5,abstract p31114 is pathologic complete response pcr valid marker outcome large breast cancer clinical results neoadjuvant trial ,"T Hatschek, J Bjöhle, E Lidbrink, T Lekberg, N Loman",,2015.0,"background: several randomized trials proven preoperative chemotherapy equivalent adjuvant treatment, allows clinical radiological assessment efficacy vivo. recent results response-guided neoadjuvant therapy favorable policy",T Lekberg,gs
Tobias Lekberg,5,abstract p20502 preliminary translational results promix phase ii trial preoperative chemotherapy addition bevacizumab large operable ,"N Loman, I Johansson, J Bjöhle, J Frisell, T Lekberg",,2015.0,background: preoperative chemotherapy breast cancer (bc) provides unique possibilities evaluate effects therapy studying response changes tumor course treatment. a pathologic complete response (pcr) correlates positively long term,T Lekberg,gs
Tobias Lekberg,5,is pathologic complete response pcr valid marker outcome large breast cancer clinical results neoadjuvant trial ,"T Hatschek, J Bjoehle, E Lidbrink, T Lekberg",cancer,2015.0,,T Lekberg,gs
Tommy Fornander,15,adjuvant tamoxifen early breast cancer occurrence new primary cancers,"T Fornander, B Cedermark, A Mattsson, L Skoog",the lancet,1989.0,the frequency new primary cancers studied 1846 postmenopausal patients included randomised trial tamoxifen adjunct primary surgery early breast cancer. the median follow-up 4·5 years (range 0·5-10·5 years). the number new cancers,T Fornander,gs
Tommy Fornander,15,cardiovascular mortality randomized trial adjuvant radiation therapy versus surgery primary breast cancer,"L Rutqvist, I Lax, T Fornander, H Johansson",international journal of,1992.0,one concern adjuvant radiation therapy early breast cancer potential risk increasing intercurrent mortality radiation-induced damage myocardium. the paper presents analysis long-term survival 960 patients primary breast cancer,T Fornander,gs
Tommy Fornander,15,late effects adjuvant chemotherapy postoperative radiotherapy quality life breast cancer patients,"G Berglund, C Bolund, T Fornander, L Rutqvist",european journal of,1991.0,"late effects adjuvant treatment perceived health quality life assessed questionnaire mailed 448 premenopausal postmenopausal breast cancer patients, free recurrence 2–10 years primary therapy. the patients",T Fornander,gs
Tommy Fornander,15,predictors return work months primary breast cancer surgery,"A Johnsson, T Fornander, L Rutqvist, M Vaez",acta,2009.0,background. the common female cancer western countries breast cancer women diagnosed disease 65 years old. with increasing prevalence survivors important shed light problems facing women diagnosis,T Fornander,gs
Tommy Fornander,15,evaluation irradiated heart volumes stage i breast cancer patients treated postoperative adjuvant radiotherapy,"G Gyenes, G Gagliardi, I Lax, T Fornander",journal of clinical,1997.0,purpose to quantify proportion heart volumes received 25 gy tangential photon fields patients left-sided stage i (t1 nomo) breast cancer treated breast-conserving surgery. methods and materials the dose planning 100,T Fornander,gs
Tommy Fornander,15,myocardial damage breast cancer patients treated adjuvant radiotherapy prospective study,"G Gyenes, T Fornander, P Carlens, U Glas",international journal of,1996.0,purpose : to look early late signs cardiac effects postoperative radiotherapy patients left-sided breast cancer. methods materials : seventeen left-sided primary (stage i–iii) breast cancer patients considered eligible recruited. their,T Fornander,gs
Tommy Fornander,15,morbidity ischemic heart disease early breast cancer 1520 years adjuvant radiotherapy,"G Gyenes, T Fornander, P Carlens",international journal of,1994.0,"purpose : to assess cardiac effects, primarily occurrence ischemic heart disease symptom-free patients early breast cancer treated radiotherapy. methods materials : thirty-seven survivors randomized study early breast cancer",T Fornander,gs
Tommy Fornander,15,hormone replacement therapy breast cancer 10 year follow stockholm randomised trial,"M Fahlén, T Fornander, H Johansson",european journal of,2013.0,"background the management hormonal deficiency symptoms breast cancer survivors unsolved problem. while hormone replacement therapy (hrt) increase risk breast cancer healthy women, effects recurrence unclear. observational studies",T Fornander,gs
Tommy Fornander,15,adherence discontinuation adjuvant hormonal therapy breast cancer patients populationbased study,"A Wigertz, J Ahlgren, M Holmqvist, T Fornander",breast cancer research,2012.0,"adherence long-term pharmacological treatment chronic conditions optimal. till date, limited number population-based studies assessed adherence adjuvant hormonal therapy breast cancer, therapy proven benefits terms",T Fornander,gs
Tommy Fornander,15,factors associated return work breast cancer treatment,"A Johnsson, T Fornander, M Olsson, M Nystedt",acta,2007.0,relatively studies addressed problems return work primary treatment early-stage breast cancer. the purpose study investigate socio-economic treatment-related factors associated problems returning work,T Fornander,gs
Tommy Fornander,15,descriptive clinicopathologic study 17 patients endometrial cancer adjuvant tamoxifen early breast cancer,"T Fornander, A Hellström",jnci: journal of the,1993.0,background: studies shown patients early-stage endometrial cancer previously endogenous estrogen (oral contraceptives estrogen replacement therapy) favorable prognosis. this demonstrated patients early-…,T Fornander,gs
Tommy Fornander,15,thymidine kinase 1 serum predicts increased risk distant locoregional recurrence following surgery patients early breast cancer,"Q He, T Fornander, H Johansson",anticancer,2006.0,"background: the prognostic value concentration serum thymidine kinase 1 (s-tk1) regard recurrence low risk breast cancer patients, 3 months surgery evaluated. patients methods: the concentration s-tk1 serum determined 120",T Fornander,gs
Tommy Fornander,15,longterm effectiveness adjuvant goserelin premenopausal women early breast cancer,"A Hackshaw, M Baum, T Fornander",journal of the,2009.0,background systematic reviews luteinizing hormone–releasing hormone (lhrh) agonists effective treating premenopausal women early breast cancer. methods we conducted long-term follow-up (median 12 years) 2706 women zoladex in,T Fornander,gs
Tommy Fornander,15,agespecific trends survival metastatic breast cancer 26 years longitudinal data populationbased cancer registry stockholm sweden,"T Foukakis, T Fornander, T Lekberg, H Hellborg",breast cancer research,2011.0,"abstract treatment metastatic breast cancer (mbc) evolved decades largely unknown led improved survival general mbc population. based regional, population-based breast cancer registry, identified 5,463",T Fornander,gs
Tommy Fornander,15,work status life changes year breast cancer diagnosis,"A Johnsson, T Fornander, L Rutqvist, M Olsson",work,2011.0,"objective: the aims study generate new knowledge factors predicting return work (rtw) women treated early-stage breast cancer, changes life satisfaction, coping, examine association concepts",T Fornander,gs
Ulrik Narbe,7,the distribution circulating tumor cells different metastatic lobular compared ductal carcinoma breastlongterm prognostic significance,"U Narbe, P Bendahl, K Aaltonen, M Fernö, C Forsare",cells,2020.0,"background: invasive lobular carcinoma (ilc) distinguishing features compared invasive ductal carcinoma special type (nst). in study, explored distributional prognostic characteristics circulating tumor cells (ctcs) metastatic ilc nst…",U Narbe,gs
Ulrik Narbe,7,invasive lobular carcinoma breast longterm prognostic value ki67 histological grade combination estrogen receptor,"U Narbe, P Bendahl, D Grabau, L Rydén, C Ingvar",springerplus,2014.0,"the aim present study investigate long-term impact prognostic factors invasive lobular carcinoma (ilc) breast, primary focus ki67 histological grade, combination estrogen receptor (er). one ninety",U Narbe,gs
Ulrik Narbe,7,the estrogen receptor coactivator aib1 new putative prognostic biomarker erpositiveher2negative invasive lobular carcinoma breast,"U Narbe, M Sjöström, C Forsare, P Bendahl",breast cancer research,2019.0,"purpose according 2017 st gallen surrogate definitions intrinsic subtypes, ki67, progesterone receptor (pr) nottingham histological grade (nhg) prognostic classification estrogen receptor (er) positive/her2-negative breast cancer luminal",U Narbe,gs
Ulrik Narbe,7,the st gallen 2019 guidelines understages axilla lobular breast cancera populationbased study,"U Narbe, P Bendahl, M Fernö, C Ingvar, L Dihge",medrxiv,2021.0,"background the st. gallen 2019 guidelines recommend omission completion axillary lymph node dissection (calnd) breast cancer patients 1-2 sentinel lymph node (sln) metastases regardless histopathology. concurrently, adjuvant chemotherapy endorsed",U Narbe,gs
Ulrik Narbe,7,prognostic factors metastatic routes lobular breast cancer same same different,U Narbe,,2020.0,"invasive lobular carcinoma (ilc) second common histopathological type breast cancer (~ 10%) invasive ductal carcinoma special type (nst)(~ 80%). compared nst, ilc distinguishing clinicopathological genomic features,",U Narbe,gs
Ulrik Narbe,7,abstract p40104 the distribution prognostic significance circulating tumor cells different invasive lobular carcinoma compared invasive ductal ,"U Narbe, P Bendahl, K Aaltonen, M Fernö",,2020.0,"background: circulating tumor cells (ctcs) repeatedly shown carry independent prognostic information metastatic breast cancer (mbc). a ctc count 5 cells 7.5 ml blood generally accepted cut-off, mbcs <5 ctcs classified mbc",U Narbe,gs
Ulrik Narbe,7,137 ki67 longterm prognostic factor lobular breast cancer,"U Narbe, P Bendahl, D Grabau, L Rydén, M Fernö",ejc supplements,2010.0,"137 ki-67 long-term prognostic factor lobular breast cancer × close the infona portal uses cookies, strings text saved browser user's device. the portal access files use remember user's data, chosen settings (screen",U Narbe,gs
Zakaria Einbeigi,7,the western swedish brca1 founder mutation 3171ins5 37 cm conserved haplotype today reminiscence 1500yearold mutation,"A Bergman, Z Einbeigi, U Olofsson, Z Taib",european journal of,2001.0,the recurrent brca1/brca2 mutation sweden brca1 mutation 3171ins5. in western sweden mutation accounts 77% identified mutations genes. our aim analyse haplotype founder effects,Z Einbeigi,gs
Zakaria Einbeigi,7,psychological reactions progression metastatic breast canceran interview study,"H Svensson, Y Brandberg, Z Einbeigi, T Hatschek",cancer,2009.0,abstract knowledge patients experience situation point disease progression first-line chemotherapy limited. it important investigate area better understand support women advanced-stage disease. the study explored,Z Einbeigi,gs
Zakaria Einbeigi,7,healthrelated quality life prognostic factor response progressionfree survival survival women metastatic breast cancer,"H Svensson, T Hatschek, H Johansson, Z Einbeigi",medical oncology,2012.0,"the purpose study to, exploratory basis, investigate role health-related quality life (hrqol) randomization independent prognostic factor response treatment, progression-free survival (pfs), survival. in tex trial, 287 patients",Z Einbeigi,gs
